filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	tableCount	logTableSize	weightBit	speed
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_MOBILE-8.bt9.trace.res	../traces/LONG_MOBILE-8.bt9.trace.gz	34	3.4	0.43	0.043	0.0272	5789354553	811360113	426874521	384485592	1873	3.24e-4	0.0122	0.00635	0.00389	0.002863	0.002503	NA	LONG_MOBILE-8	LONG_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_MOBILE-9.bt9.trace.res	../traces/LONG_MOBILE-9.bt9.trace.gz	15	14.1	14.45	13.08	16.7741	990358237	269658601	2588186	267070415	5400661	5.45324	16.2547	16.280867	16.44275	NA	NA	NA	LONG_MOBILE-9	LONG_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_SERVER-1.bt9.trace.res	../traces/LONG_SERVER-1.bt9.trace.gz	197	79.8	77.03	98.467	96.4561	871444047	149246445	48581498	100664947	15063057	17.285168	98.619533	107.207683	106.32371	NA	NA	NA	LONG_SERVER-1	LONG_SERVER	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_SERVER-2.bt9.trace.res	../traces/LONG_SERVER-2.bt9.trace.gz	191	52.4	130.12	81.864	92.0398	1578129863	419762285	19648824	400113461	5777173	3.660772	85.3441	43.0241	38.24001	18.94205	NA	NA	LONG_SERVER-2	LONG_SERVER	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_SERVER-3.bt9.trace.res	../traces/LONG_SERVER-3.bt9.trace.gz	103	121.7	86.86	35.78	7.2945	1427677542	392361077	111322650	281038427	36778002	25.76072	103.450733	71.007033	77.74371	91.20845	NA	NA	LONG_SERVER-3	LONG_SERVER	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/LONG_SERVER-4.bt9.trace.res	../traces/LONG_SERVER-4.bt9.trace.gz	110	123.4	86.01	30.467	13.5302	804129334	187260936	71902747	115358189	1834551	2.281413	11.1062	10.669533	10.09565	NA	NA	NA	LONG_SERVER-4	LONG_SERVER	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-1.bt9.trace.res	../traces/SHORT_MOBILE-1.bt9.trace.gz	147	49.3	21.86	27.944	27.3206	148974179	16662268	4744842	11917426	455125	3.05506	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-1	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-10.bt9.trace.res	../traces/SHORT_MOBILE-10.bt9.trace.gz	147	18.7	11.03	11.205	10.2941	309468326	21751583	1076746	20674837	221115	0.7145	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-10	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-11.bt9.trace.res	../traces/SHORT_MOBILE-11.bt9.trace.gz	196	34.5	4.39	0.541	NA	100354118	2456987	4390	2452597	1190	0.011858	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-11	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-12.bt9.trace.res	../traces/SHORT_MOBILE-12.bt9.trace.gz	196	32.5	3.91	0.517	NA	113837138	3681236	4584	3676652	1127	0.0099	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-12	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-13.bt9.trace.res	../traces/SHORT_MOBILE-13.bt9.trace.gz	196	42.8	4.28	0.545	NA	104905199	4205459	4837	4200622	1170	0.011153	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-13	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-14.bt9.trace.res	../traces/SHORT_MOBILE-14.bt9.trace.gz	133	25.9	5.24	10.861	12.7992	1000000000	38684342	2221649	36462693	511815	0.511815	13.0786	NA	NA	NA	NA	NA	SHORT_MOBILE-14	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-15.bt9.trace.res	../traces/SHORT_MOBILE-15.bt9.trace.gz	143	34.5	17.29	15.576	15.433	1000000000	200505887	22069	200483818	3085182	3.085182	15.3996	15.391517	15.39003	NA	NA	NA	SHORT_MOBILE-15	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-16.bt9.trace.res	../traces/SHORT_MOBILE-16.bt9.trace.gz	146	53.3	60.79	48.771	48.6656	536505108	81720684	34698878	47021806	3971433	7.402414	48.594967	48.630933	NA	NA	NA	NA	SHORT_MOBILE-16	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-17.bt9.trace.res	../traces/SHORT_MOBILE-17.bt9.trace.gz	163	28.6	5.36	0.708	NA	1000000000	7018378	1957256	5061122	1245	0.001245	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-17	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-18.bt9.trace.res	../traces/SHORT_MOBILE-18.bt9.trace.gz	1	1.6	1.72	1.843	1.7258	993336489	213632603	1628241	212004362	365984	0.368439	1.536033	1.54425	1.77163	NA	NA	NA	SHORT_MOBILE-18	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-19.bt9.trace.res	../traces/SHORT_MOBILE-19.bt9.trace.gz	171	114.6	59.39	29.472	NA	78221020	2111601	9159	2102442	59535	0.761113	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-19	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-2.bt9.trace.res	../traces/SHORT_MOBILE-2.bt9.trace.gz	139	66.2	50.37	52.387	101.6891	344783366	54336215	3180019	51156196	5893767	17.094116	107.2256	NA	NA	NA	NA	NA	SHORT_MOBILE-2	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-20.bt9.trace.res	../traces/SHORT_MOBILE-20.bt9.trace.gz	232	112.9	63.92	30.825	45.7306	383113832	92280401	40880141	51400260	7570541	19.760553	64.8017	82.334767	NA	NA	NA	NA	SHORT_MOBILE-20	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-21.bt9.trace.res	../traces/SHORT_MOBILE-21.bt9.trace.gz	236	113.8	61.86	31.795	31.3475	2163787881	551117375	245304980	305812395	32626465	15.078403	51.5797	65.18725	68.66355	65.485767	NA	NA	SHORT_MOBILE-21	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-23.bt9.trace.res	../traces/SHORT_MOBILE-23.bt9.trace.gz	234	110.3	64.47	42.105	44.3549	3629750101	1000480336	446276088	554204248	23005810	6.338125	35.550033	29.37515	26.25543	23.711837	23.115693	22.998842	SHORT_MOBILE-23	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-24.bt9.trace.res	../traces/SHORT_MOBILE-24.bt9.trace.gz	1	0.1	0.08	NA	NA	100106755	770140	0	770140	48	4.79e-4	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-24	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-25.bt9.trace.res	../traces/SHORT_MOBILE-25.bt9.trace.gz	2	0.2	0.08	0.063	NA	99206158	2834777	0	2834777	174	0.001754	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-25	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-26.bt9.trace.res	../traces/SHORT_MOBILE-26.bt9.trace.gz	2	0.2	0.02	0.005	0.0023	2883605006	262150501	131075000	131075501	505	1.75e-4	0.002033	0.001967	0.00194	NA	NA	NA	SHORT_MOBILE-26	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-27.bt9.trace.res	../traces/SHORT_MOBILE-27.bt9.trace.gz	13	NA	NA	NA	NA	220814	4004	303	3701	14	0.063402	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-27	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-28.bt9.trace.res	../traces/SHORT_MOBILE-28.bt9.trace.gz	7	1.3	0.52	NA	NA	14055614	230804	303	230501	110	0.007826	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-28	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-29.bt9.trace.res	../traces/SHORT_MOBILE-29.bt9.trace.gz	88	115.6	71.35	84.002	NA	100018978	7689332	1362323	6327009	622136	6.22018	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-29	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-3.bt9.trace.res	../traces/SHORT_MOBILE-3.bt9.trace.gz	147	61.7	17.52	17.685	18.891	101127141	15996915	103519	15893396	273027	2.699839	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-3	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-30.bt9.trace.res	../traces/SHORT_MOBILE-30.bt9.trace.gz	128	70.8	22.87	24.669	37.0769	658661227	123358312	11682420	111675892	4728939	7.179623	37.977033	38.209133	38.3031	NA	NA	NA	SHORT_MOBILE-30	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-31.bt9.trace.res	../traces/SHORT_MOBILE-31.bt9.trace.gz	53	9.4	3.37	3.79	NA	1899254569	9074602	47369	9027233	36985	0.019473	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-31	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-32.bt9.trace.res	../traces/SHORT_MOBILE-32.bt9.trace.gz	171	115.2	56.45	24.608	NA	99702195	3086155	40273	3045882	69581	0.697888	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-32	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-33.bt9.trace.res	../traces/SHORT_MOBILE-33.bt9.trace.gz	5	0.5	0.05	0.005	NA	216999993	2399995	99999	2299996	5	2.3e-5	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-33	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-34.bt9.trace.res	../traces/SHORT_MOBILE-34.bt9.trace.gz	9	0.9	NA	NA	NA	2115006	22001	501	21500	9	0.004255	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-34	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-35.bt9.trace.res	../traces/SHORT_MOBILE-35.bt9.trace.gz	12	11.8	NA	NA	NA	4226507	42501	501	42000	501	0.118538	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-35	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-36.bt9.trace.res	../traces/SHORT_MOBILE-36.bt9.trace.gz	4	3.1	3.03	NA	NA	16895507	165501	501	165000	501	0.029653	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-36	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-37.bt9.trace.res	../traces/SHORT_MOBILE-37.bt9.trace.gz	84	68.5	33.34	44.387	43.0696	3195627559	135575678	32480319	103095359	7335286	2.295413	41.572667	49.257133	52.27937	NA	NA	NA	SHORT_MOBILE-37	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-38.bt9.trace.res	../traces/SHORT_MOBILE-38.bt9.trace.gz	84	70.6	46.77	63.722	55.5532	1658101133	97906477	27848166	70058311	5647801	3.406186	59.331567	60.554767	NA	NA	NA	NA	SHORT_MOBILE-38	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-39.bt9.trace.res	../traces/SHORT_MOBILE-39.bt9.trace.gz	86	60.4	22.59	26.141	58.5451	553679960	13883538	3735573	10147965	849345	1.534	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-39	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-4.bt9.trace.res	../traces/SHORT_MOBILE-4.bt9.trace.gz	83	91.9	69.96	66.118	107.8859	372505316	17837676	858555	16979121	2106369	5.654601	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-4	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-40.bt9.trace.res	../traces/SHORT_MOBILE-40.bt9.trace.gz	119	15.3	2.52	1.362	1.2898	295563164	42764602	541899	42222703	49089	0.166086	1.218533	NA	NA	NA	NA	NA	SHORT_MOBILE-40	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-41.bt9.trace.res	../traces/SHORT_MOBILE-41.bt9.trace.gz	4	3.4	4.25	4.536	3.9102	999996940	248983940	83032148	165951792	832772	0.832775	3.5165	3.4188	3.37853	NA	NA	NA	SHORT_MOBILE-41	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-42.bt9.trace.res	../traces/SHORT_MOBILE-42.bt9.trace.gz	163	124	125.45	110.261	105.6599	100189686	35697230	737868	34959362	3751488	37.443854	105.2543	NA	NA	NA	NA	NA	SHORT_MOBILE-42	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-43.bt9.trace.res	../traces/SHORT_MOBILE-43.bt9.trace.gz	65	47.5	65.29	70.966	71.529	100067714	16898205	3627327	13270878	1209272	12.084537	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-43	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-44.bt9.trace.res	../traces/SHORT_MOBILE-44.bt9.trace.gz	163	124.3	69.48	38.026	34.8738	99999170	16532002	791761	15740241	576088	5.760928	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-44	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-45.bt9.trace.res	../traces/SHORT_MOBILE-45.bt9.trace.gz	14	8.2	7.63	8.323	10.1163	236538163	11439517	96874	11342643	134117	0.566999	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-45	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-46.bt9.trace.res	../traces/SHORT_MOBILE-46.bt9.trace.gz	112	63.3	115.53	134.711	127.1302	110000000	12329142	3520318	8808824	1524016	13.854691	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-46	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-47.bt9.trace.res	../traces/SHORT_MOBILE-47.bt9.trace.gz	9	1.2	0.32	0.162	0.1123	110000000	18559672	2716049	15843623	1947	0.0177	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-47	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-48.bt9.trace.res	../traces/SHORT_MOBILE-48.bt9.trace.gz	20	2	0.22	0.035	0.0212	110000000	13232466	5851091	7381375	272	0.002473	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-48	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-49.bt9.trace.res	../traces/SHORT_MOBILE-49.bt9.trace.gz	108	79.1	66.63	59.862	NA	110000000	8690437	912039	7778398	575443	5.2313	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-49	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-5.bt9.trace.res	../traces/SHORT_MOBILE-5.bt9.trace.gz	217	41.7	18.67	10.676	118.2035	169326426	21765365	2209771	19555594	2679086	15.822019	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-5	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-50.bt9.trace.res	../traces/SHORT_MOBILE-50.bt9.trace.gz	1	4.4	97.66	103.916	NA	110000000	9956899	465936	9490963	1068306	9.711873	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-50	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-51.bt9.trace.res	../traces/SHORT_MOBILE-51.bt9.trace.gz	1	4.4	1.18	1.023	NA	110000000	5672873	88863	5584010	5743	0.052209	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-51	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-52.bt9.trace.res	../traces/SHORT_MOBILE-52.bt9.trace.gz	131	101.6	97.38	92.225	77.8064	110000000	22315178	2063656	20251522	1945509	17.686445	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-52	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-53.bt9.trace.res	../traces/SHORT_MOBILE-53.bt9.trace.gz	174	62.9	36.35	27.415	19.7689	110000000	21707927	6075457	15632470	276724	2.515673	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-53	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-54.bt9.trace.res	../traces/SHORT_MOBILE-54.bt9.trace.gz	127	112	143.02	175.224	NA	110000000	8917460	1165843	7751617	1679200	15.265455	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-54	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-55.bt9.trace.res	../traces/SHORT_MOBILE-55.bt9.trace.gz	142	144.7	143	144.984	116.7064	110000000	14398970	11190	14387780	1221417	11.103791	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-55	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-56.bt9.trace.res	../traces/SHORT_MOBILE-56.bt9.trace.gz	25	3.6	1.21	0.382	NA	110000000	1388082	20264	1367818	515	0.004682	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-56	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-57.bt9.trace.res	../traces/SHORT_MOBILE-57.bt9.trace.gz	26	7	16.55	18.892	NA	110000000	2750339	20797	2729542	52378	0.476164	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-57	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-58.bt9.trace.res	../traces/SHORT_MOBILE-58.bt9.trace.gz	26	16	13.58	13.03	NA	110000000	3499452	232765	3266687	45898	0.417255	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-58	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-59.bt9.trace.res	../traces/SHORT_MOBILE-59.bt9.trace.gz	1	0.7	0.69	0.687	NA	110000000	4782677	32	4782645	3797	0.034518	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-59	SHORT_MOBILE	16	10	4	18
./hashedperceptron/tableCount16-logTableSize10-weightBit4-speed18/SHORT_MOBILE-6.bt9.trace.res	../traces/SHORT_MOBILE-6.bt9.trace.gz	254	93.3	110.49	95.692	119.418	225731243	22109626	1675058	20434568	2769219	12.26777	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-6	SHORT_MOBILE	16	10	4	18
