filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	historyLength	logPhtSize	ghr
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-68.bt9.trace.res	../traces/SHORT_SERVER-68.bt9.trace.gz	109	10.9	6.47	1.772	0.6602	209999900	43735630	195074	43540556	23281	0.110862	0.5759	NA	NA	NA	NA	NA	SHORT_SERVER-68	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-69.bt9.trace.res	../traces/SHORT_SERVER-69.bt9.trace.gz	126	12.6	7.28	2.21	113.8493	209999900	40452309	2862828	37589481	5377700	25.608107	123.530567	NA	NA	NA	NA	NA	SHORT_SERVER-69	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-7.bt9.trace.res	../traces/SHORT_SERVER-7.bt9.trace.gz	155	203.3	60.88	33.952	10.0097	1235738921	310005170	96770020	213235150	750962	0.607703	3.625067	2.889217	2.74972	2.440407	NA	NA	SHORT_SERVER-7	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-70.bt9.trace.res	../traces/SHORT_SERVER-70.bt9.trace.gz	472	219.7	148.6	128.925	124.3667	209999900	32742867	2647823	30095044	3816168	18.172237	115.7367	NA	NA	NA	NA	NA	SHORT_SERVER-70	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-71.bt9.trace.res	../traces/SHORT_SERVER-71.bt9.trace.gz	116	11.6	9.61	5.359	30.276	209999900	35231196	1308051	33923145	1545155	7.357884	46.2691	NA	NA	NA	NA	NA	SHORT_SERVER-71	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-72.bt9.trace.res	../traces/SHORT_SERVER-72.bt9.trace.gz	245	192.5	178.41	128.184	119.4591	209999900	33321440	1547873	31773567	5063962	24.114116	147.007433	NA	NA	NA	NA	NA	SHORT_SERVER-72	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-73.bt9.trace.res	../traces/SHORT_SERVER-73.bt9.trace.gz	518	279.3	193.35	168.955	104.5449	209999900	32480378	1709598	30770780	4533365	21.587463	141.288867	NA	NA	NA	NA	NA	SHORT_SERVER-73	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-74.bt9.trace.res	../traces/SHORT_SERVER-74.bt9.trace.gz	241	86.8	186.97	176.809	98.8999	209999900	31881201	1766773	30114428	1560412	7.430537	48.793067	NA	NA	NA	NA	NA	SHORT_SERVER-74	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-75.bt9.trace.res	../traces/SHORT_SERVER-75.bt9.trace.gz	11	8	12.8	29.239	49.8506	209999900	30810742	1916104	28894638	2696999	12.842858	88.9904	NA	NA	NA	NA	NA	SHORT_SERVER-75	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-76.bt9.trace.res	../traces/SHORT_SERVER-76.bt9.trace.gz	42	44.4	28.06	16.601	56.6041	209999900	24963574	1981631	22981943	1768867	8.42318	NA	NA	NA	NA	NA	NA	SHORT_SERVER-76	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-77.bt9.trace.res	../traces/SHORT_SERVER-77.bt9.trace.gz	133	19.6	8.24	165.795	104.5569	209999900	30459218	1674189	28785029	2682247	12.772611	88.740533	NA	NA	NA	NA	NA	SHORT_SERVER-77	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-78.bt9.trace.res	../traces/SHORT_SERVER-78.bt9.trace.gz	180	37.1	24.44	28.335	17.4876	209999900	31995950	1286318	30709632	1063360	5.063621	35.248467	NA	NA	NA	NA	NA	SHORT_SERVER-78	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-79.bt9.trace.res	../traces/SHORT_SERVER-79.bt9.trace.gz	25	298.1	164.65	169.525	60.9517	209999900	26835521	1353310	25482211	1489664	7.093641	NA	NA	NA	NA	NA	NA	SHORT_SERVER-79	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-8.bt9.trace.res	../traces/SHORT_SERVER-8.bt9.trace.gz	155	123.1	108.19	63.522	31.9916	611745116	141014493	17698602	123315891	4479440	7.322396	27.9385	27.761467	30.73598	NA	NA	NA	SHORT_SERVER-8	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-80.bt9.trace.res	../traces/SHORT_SERVER-80.bt9.trace.gz	250	247	152.15	150.016	73.8536	209999900	41791201	2479210	39311991	1473507	7.016703	40.922833	NA	NA	NA	NA	NA	SHORT_SERVER-80	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-81.bt9.trace.res	../traces/SHORT_SERVER-81.bt9.trace.gz	133	19.2	7.55	5.212	1.6369	209999900	40933778	649829	40283949	1114266	5.306031	8.491833	NA	NA	NA	NA	NA	SHORT_SERVER-81	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-82.bt9.trace.res	../traces/SHORT_SERVER-82.bt9.trace.gz	583	384.9	213.95	187.555	132.2382	209999900	33493596	763311	32730285	5338607	25.42195	157.156067	NA	NA	NA	NA	NA	SHORT_SERVER-82	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-83.bt9.trace.res	../traces/SHORT_SERVER-83.bt9.trace.gz	178	264.6	114.97	106.802	21.0281	209999900	31401500	513318	30888182	644059	3.066949	21.436933	NA	NA	NA	NA	NA	SHORT_SERVER-83	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-84.bt9.trace.res	../traces/SHORT_SERVER-84.bt9.trace.gz	377	345.6	149.44	189.087	124.9328	209999900	27290960	2071062	25219898	3322728	15.822522	NA	NA	NA	NA	NA	NA	SHORT_SERVER-84	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-85.bt9.trace.res	../traces/SHORT_SERVER-85.bt9.trace.gz	76	42.5	41.65	34.959	186.7602	209999900	27201595	2350372	24851223	4782621	22.774397	NA	NA	NA	NA	NA	NA	SHORT_SERVER-85	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-86.bt9.trace.res	../traces/SHORT_SERVER-86.bt9.trace.gz	318	203	76.87	70.625	73.0762	209999900	33018511	4608732	28409779	1684817	8.022942	53.569967	NA	NA	NA	NA	NA	SHORT_SERVER-86	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-87.bt9.trace.res	../traces/SHORT_SERVER-87.bt9.trace.gz	587	396.4	184.93	129.098	64.0311	209999900	42708721	7409712	35299009	1728593	8.231399	41.414367	NA	NA	NA	NA	NA	SHORT_SERVER-87	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-88.bt9.trace.res	../traces/SHORT_SERVER-88.bt9.trace.gz	484	114.3	79.33	56.204	52.7373	209999900	47523776	5676362	41847414	3269693	15.569974	60.019167	NA	NA	NA	NA	NA	SHORT_SERVER-88	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-89.bt9.trace.res	../traces/SHORT_SERVER-89.bt9.trace.gz	57	33.5	23.32	33.001	51.0643	209999900	42783731	8161674	34622057	4354420	20.735343	89.829667	NA	NA	NA	NA	NA	SHORT_SERVER-89	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-9.bt9.trace.res	../traces/SHORT_SERVER-9.bt9.trace.gz	478	92.5	32.81	25.788	24.0304	209999900	13421374	1709774	11711600	321754	1.532163	NA	NA	NA	NA	NA	NA	SHORT_SERVER-9	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-90.bt9.trace.res	../traces/SHORT_SERVER-90.bt9.trace.gz	632	414.3	178.61	81.437	90.1632	209999900	45054861	6982721	38072140	2968386	14.135178	78.616833	NA	NA	NA	NA	NA	SHORT_SERVER-90	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-91.bt9.trace.res	../traces/SHORT_SERVER-91.bt9.trace.gz	317	80.6	109.17	68.183	75.9984	209999900	46677929	7932223	38745706	3895257	18.548852	87.096733	NA	NA	NA	NA	NA	SHORT_SERVER-91	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-92.bt9.trace.res	../traces/SHORT_SERVER-92.bt9.trace.gz	135	45.8	50.78	38.002	33.8156	209999900	42130129	5434200	36695929	1482283	7.058494	34.3062	NA	NA	NA	NA	NA	SHORT_SERVER-92	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-93.bt9.trace.res	../traces/SHORT_SERVER-93.bt9.trace.gz	37	50.2	12.43	27.145	64.1066	209999900	45119641	8404151	36715490	2977172	14.177016	52.2989	NA	NA	NA	NA	NA	SHORT_SERVER-93	SHORT_SERVER	15	15	target history
gshareTh/historyLength15-logPhtSize15-targetHistoryTrue/SHORT_SERVER-94.bt9.trace.res	../traces/SHORT_SERVER-94.bt9.trace.gz	307	166.6	93.11	54.004	44.4941	209999900	51586312	4173441	47412871	1898544	9.04069	42.0489	NA	NA	NA	NA	NA	SHORT_SERVER-94	SHORT_SERVER	15	15	target history
