filename	TRACE	MPKBr_1K	MPKBr_10K	MPKBr_100K	MPKBr_1M	MPKBr_10M	NUM_INSTRUCTIONS	NUM_BR	NUM_UNCOND_BR	NUM_CONDITIONAL_BR	NUM_MISPREDICTIONS	MISPRED_PER_1K_INST	MPKBr_30M	MPKBr_60M	MPKBr_100M	MPKBr_300M	MPKBr_600M	MPKBr_1B	trace	trace_category	historyLength	logPhtSize	ghr
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-1.bt9.trace.res	../traces/SHORT_MOBILE-1.bt9.trace.gz	340	96.2	37.11	45.298	43.4693	148974179	16662268	4744842	11917426	725088	4.867206	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-1	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-10.bt9.trace.res	../traces/SHORT_MOBILE-10.bt9.trace.gz	245	54.9	72.05	32.923	29.2664	309468326	21751583	1076746	20674837	617825	1.996408	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-10	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-11.bt9.trace.res	../traces/SHORT_MOBILE-11.bt9.trace.gz	287	60.2	7.21	0.966	NA	100354118	2456987	4390	2452597	1921	0.019142	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-11	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-12.bt9.trace.res	../traces/SHORT_MOBILE-12.bt9.trace.gz	287	44.4	5.49	0.948	NA	113837138	3681236	4584	3676652	1866	0.016392	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-12	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-13.bt9.trace.res	../traces/SHORT_MOBILE-13.bt9.trace.gz	287	72.5	7.25	1.099	NA	104905199	4205459	4837	4200622	2054	0.01958	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-13	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-14.bt9.trace.res	../traces/SHORT_MOBILE-14.bt9.trace.gz	254	55.2	27.98	24.395	24.016	1000000000	38684342	2221649	36462693	929191	0.929191	24.036867	NA	NA	NA	NA	NA	SHORT_MOBILE-14	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-15.bt9.trace.res	../traces/SHORT_MOBILE-15.bt9.trace.gz	278	56.8	19.52	15.802	15.4914	1000000000	200505887	22069	200483818	3087916	3.087916	15.426033	15.409417	15.40631	NA	NA	NA	SHORT_MOBILE-15	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-16.bt9.trace.res	../traces/SHORT_MOBILE-16.bt9.trace.gz	288	113.4	84.71	93.793	99.4008	536505108	81720684	34698878	47021806	8144498	15.180653	99.509233	99.671233	NA	NA	NA	NA	SHORT_MOBILE-16	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-17.bt9.trace.res	../traces/SHORT_MOBILE-17.bt9.trace.gz	272	51.7	9.97	1.572	NA	1000000000	7018378	1957256	5061122	4933	0.004933	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-17	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-18.bt9.trace.res	../traces/SHORT_MOBILE-18.bt9.trace.gz	0	1.5	3.37	3.157	2.6601	993336489	213632603	1628241	212004362	531187	0.53475	2.2932	2.244833	2.57626	NA	NA	NA	SHORT_MOBILE-18	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-19.bt9.trace.res	../traces/SHORT_MOBILE-19.bt9.trace.gz	235	192.5	84.26	31.546	NA	78221020	2111601	9159	2102442	61791	0.789954	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-19	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-2.bt9.trace.res	../traces/SHORT_MOBILE-2.bt9.trace.gz	248	111.3	81.51	149.322	156.2974	344783366	54336215	3180019	51156196	8512471	24.689332	156.561567	NA	NA	NA	NA	NA	SHORT_MOBILE-2	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-20.bt9.trace.res	../traces/SHORT_MOBILE-20.bt9.trace.gz	307	171.2	145.06	115.237	87.2945	383113832	92280401	40880141	51400260	12659712	33.044257	107.505933	133.271383	NA	NA	NA	NA	SHORT_MOBILE-20	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-21.bt9.trace.res	../traces/SHORT_MOBILE-21.bt9.trace.gz	296	167.9	144.25	114.199	95.5853	2163787881	551117375	245304980	305812395	63032640	29.130693	96.5471	110.18205	116.06478	118.93551	NA	NA	SHORT_MOBILE-21	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-23.bt9.trace.res	../traces/SHORT_MOBILE-23.bt9.trace.gz	290	164.5	145.65	96.28	94.4109	3629750101	1000480336	446276088	554204248	59624848	16.426709	81.402067	70.2476	66.31902	62.035953	60.171157	59.572645	SHORT_MOBILE-23	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-24.bt9.trace.res	../traces/SHORT_MOBILE-24.bt9.trace.gz	1	0.1	0.08	NA	NA	100106755	770140	0	770140	48	4.79e-4	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-24	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-25.bt9.trace.res	../traces/SHORT_MOBILE-25.bt9.trace.gz	1	0.1	0.08	0.063	NA	99206158	2834777	0	2834777	174	0.001754	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-25	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-26.bt9.trace.res	../traces/SHORT_MOBILE-26.bt9.trace.gz	5	0.5	0.05	0.008	0.003	2883605006	262150501	131075000	131075501	512	1.78e-4	0.002267	0.0020830000000000002	0.00201	NA	NA	NA	SHORT_MOBILE-26	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-27.bt9.trace.res	../traces/SHORT_MOBILE-27.bt9.trace.gz	27	NA	NA	NA	NA	220814	4004	303	3701	104	0.470985	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-27	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-28.bt9.trace.res	../traces/SHORT_MOBILE-28.bt9.trace.gz	3	0.7	0.46	NA	NA	14055614	230804	303	230501	104	0.007399	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-28	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-29.bt9.trace.res	../traces/SHORT_MOBILE-29.bt9.trace.gz	144	223.6	139.7	169.158	NA	100018978	7689332	1362323	6327009	1291246	12.91001	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-29	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-3.bt9.trace.res	../traces/SHORT_MOBILE-3.bt9.trace.gz	340	129.3	39.26	33.358	30.4862	101127141	15996915	103519	15893396	482429	4.77052	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-3	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-30.bt9.trace.res	../traces/SHORT_MOBILE-30.bt9.trace.gz	194	151.8	105.96	102.409	102.0183	658661227	123358312	11682420	111675892	12573494	19.08947	101.9216	101.925317	101.91986	NA	NA	NA	SHORT_MOBILE-30	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-31.bt9.trace.res	../traces/SHORT_MOBILE-31.bt9.trace.gz	64	29.4	26.01	22.885	NA	1899254569	9074602	47369	9027233	203585	0.107192	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-31	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-32.bt9.trace.res	../traces/SHORT_MOBILE-32.bt9.trace.gz	235	190.8	84.35	31.081	NA	99702195	3086155	40273	3045882	85253	0.855076	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-32	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-33.bt9.trace.res	../traces/SHORT_MOBILE-33.bt9.trace.gz	43	41.8	41.68	41.668	NA	216999993	2399995	99999	2299996	100001	0.460834	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-33	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-34.bt9.trace.res	../traces/SHORT_MOBILE-34.bt9.trace.gz	26	23.1	NA	NA	NA	2115006	22001	501	21500	504	0.238297	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-34	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-35.bt9.trace.res	../traces/SHORT_MOBILE-35.bt9.trace.gz	15	12.1	NA	NA	NA	4226507	42501	501	42000	504	0.119247	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-35	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-36.bt9.trace.res	../traces/SHORT_MOBILE-36.bt9.trace.gz	7	3.4	3.06	NA	NA	16895507	165501	501	165000	504	0.02983	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-36	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-37.bt9.trace.res	../traces/SHORT_MOBILE-37.bt9.trace.gz	139	184.1	104.38	82.615	117.3947	3195627559	135575678	32480319	103095359	13367937	4.183196	103.878233	102.010817	98.66141	NA	NA	NA	SHORT_MOBILE-37	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-38.bt9.trace.res	../traces/SHORT_MOBILE-38.bt9.trace.gz	141	183.9	105.02	197.785	132.9985	1658101133	97906477	27848166	70058311	12114209	7.306074	128.0402	127.883117	NA	NA	NA	NA	SHORT_MOBILE-38	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-39.bt9.trace.res	../traces/SHORT_MOBILE-39.bt9.trace.gz	149	162.3	81.12	60.338	116.4716	553679960	13883538	3735573	10147965	1679343	3.033057	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-39	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-4.bt9.trace.res	../traces/SHORT_MOBILE-4.bt9.trace.gz	173	116.6	74.75	70.433	134.3158	372505316	17837676	858555	16979121	2676612	7.185433	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-4	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-40.bt9.trace.res	../traces/SHORT_MOBILE-40.bt9.trace.gz	298	34.7	4.58	1.712	1.6796	295563164	42764602	541899	42222703	60949	0.206213	1.586567	NA	NA	NA	NA	NA	SHORT_MOBILE-40	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-41.bt9.trace.res	../traces/SHORT_MOBILE-41.bt9.trace.gz	28	13.1	4.29	3.504	3.4465	999996940	248983940	83032148	165951792	831187	0.83119	3.3705	3.351633	3.3428	NA	NA	NA	SHORT_MOBILE-41	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-42.bt9.trace.res	../traces/SHORT_MOBILE-42.bt9.trace.gz	243	195.6	206.45	219.901	220.2055	100189686	35697230	737868	34959362	7851366	78.365013	220.2126	NA	NA	NA	NA	NA	SHORT_MOBILE-42	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-43.bt9.trace.res	../traces/SHORT_MOBILE-43.bt9.trace.gz	143	165.8	88.51	75.243	73.9148	100067714	16898205	3627327	13270878	1248630	12.477851	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-43	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-44.bt9.trace.res	../traces/SHORT_MOBILE-44.bt9.trace.gz	243	198.3	103.1	50.026	44.64	99999170	16532002	791761	15740241	735427	7.354331	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-44	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-45.bt9.trace.res	../traces/SHORT_MOBILE-45.bt9.trace.gz	22	9	7.76	7.785	9.8247	236538163	11439517	96874	11342643	130563	0.551974	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-45	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-46.bt9.trace.res	../traces/SHORT_MOBILE-46.bt9.trace.gz	398	188.5	171.57	175.532	168.7011	110000000	12329142	3520318	8808824	2055118	18.682891	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-46	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-47.bt9.trace.res	../traces/SHORT_MOBILE-47.bt9.trace.gz	43	26.3	24.72	24.526	24.4993	110000000	18559672	2716049	15843623	454589	4.132627	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-47	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-48.bt9.trace.res	../traces/SHORT_MOBILE-48.bt9.trace.gz	58	5.8	0.66	0.127	0.0823	110000000	13232466	5851091	7381375	1038	0.009436	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-48	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-49.bt9.trace.res	../traces/SHORT_MOBILE-49.bt9.trace.gz	370	219.3	115.41	97.492	NA	110000000	8690437	912039	7778398	928431	8.440282	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-49	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-5.bt9.trace.res	../traces/SHORT_MOBILE-5.bt9.trace.gz	334	72.8	39.14	26.078	169.2565	169326426	21765365	2209771	19555594	3875553	22.888058	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-5	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-50.bt9.trace.res	../traces/SHORT_MOBILE-50.bt9.trace.gz	0	7	144.81	162.297	NA	110000000	9956899	465936	9490963	1704935	15.499409	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-50	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-51.bt9.trace.res	../traces/SHORT_MOBILE-51.bt9.trace.gz	0	7.8	3.4	2.649	NA	110000000	5672873	88863	5584010	12898	0.117255	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-51	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-52.bt9.trace.res	../traces/SHORT_MOBILE-52.bt9.trace.gz	331	217	200.5	194.878	168.1002	110000000	22315178	2063656	20251522	4149353	37.721391	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-52	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-53.bt9.trace.res	../traces/SHORT_MOBILE-53.bt9.trace.gz	266	129.5	105.92	100.45	86.1179	110000000	21707927	6075457	15632470	1578733	14.352118	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-53	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-54.bt9.trace.res	../traces/SHORT_MOBILE-54.bt9.trace.gz	410	297.8	263.58	264.487	NA	110000000	8917460	1165843	7751617	2472798	22.479982	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-54	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-55.bt9.trace.res	../traces/SHORT_MOBILE-55.bt9.trace.gz	293	204	175.26	173.806	140.3296	110000000	14398970	11190	14387780	1464089	13.3099	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-55	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-56.bt9.trace.res	../traces/SHORT_MOBILE-56.bt9.trace.gz	42	38	37.03	36.746	NA	110000000	1388082	20264	1367818	50999	0.463627	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-56	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-57.bt9.trace.res	../traces/SHORT_MOBILE-57.bt9.trace.gz	28	20.3	19.28	19.201	NA	110000000	2750339	20797	2729542	52831	0.480282	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-57	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-58.bt9.trace.res	../traces/SHORT_MOBILE-58.bt9.trace.gz	36	26.3	18.71	17.365	NA	110000000	3499452	232765	3266687	60344	0.548582	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-58	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-59.bt9.trace.res	../traces/SHORT_MOBILE-59.bt9.trace.gz	0	0.6	0.73	0.693	NA	110000000	4782677	32	4782645	3319	0.030173	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-59	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-6.bt9.trace.res	../traces/SHORT_MOBILE-6.bt9.trace.gz	368	169.7	187.8	169.406	216.0087	225731243	22109626	1675058	20434568	5040184	22.328252	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-6	SHORT_MOBILE	10	10	target history
gshareTh/historyLength10-logPhtSize10-targetHistoryTrue/SHORT_MOBILE-60.bt9.trace.res	../traces/SHORT_MOBILE-60.bt9.trace.gz	261	192.2	127.64	94.579	112.9256	110000000	18496113	2415083	16081030	2114331	19.221191	NA	NA	NA	NA	NA	NA	SHORT_MOBILE-60	SHORT_MOBILE	10	10	target history
